   	-> LOADING ARTICLES... <- 20230209_151103
   	-> ARTICLES LOADED... <- 20230209_151252
   	-> SENDING ARTICLES TO SAGE X3 <- 20230209_151304
Checking connection to SAGE X3... 20230209_151304
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000113\Fiche déjà existante\\Transaction interrompue : 20230209_151940
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000114\Fiche déjà existante\\Transaction interrompue : 20230209_151940
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000115\Fiche déjà existante\\Transaction interrompue : 20230209_151941
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000116\Fiche déjà existante\\Transaction interrompue : 20230209_151941
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000117\Fiche déjà existante\\Transaction interrompue : 20230209_151941
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000118\Fiche déjà existante\\Transaction interrompue : 20230209_151941
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000119\Fiche déjà existante\\Transaction interrompue : 20230209_151942
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000120\Fiche déjà existante\\Transaction interrompue : 20230209_151942
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000121\Fiche déjà existante\\Transaction interrompue : 20230209_151942
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000122\Fiche déjà existante\\Transaction interrompue : 20230209_151943
Error X3 : Attention, la modification de l'unité d'achat ou du coefficient ne doit se faire que si aucun document actif ne l'utilise ! : 20230209_151943
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000123\Fiche déjà existante\\Transaction interrompue : 20230209_151943
Error X3 : Attention, la modification de l'unité d'achat ou du coefficient ne doit se faire que si aucun document actif ne l'utilise ! : 20230209_151943
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000124\Fiche déjà existante\\Transaction interrompue : 20230209_151943
Error X3 : Attention, la modification de l'unité d'achat ou du coefficient ne doit se faire que si aucun document actif ne l'utilise ! : 20230209_151944
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000125\Fiche déjà existante\\Transaction interrompue : 20230209_151944
Error X3 : Attention, la modification de l'unité d'achat ou du coefficient ne doit se faire que si aucun document actif ne l'utilise ! : 20230209_151944
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000126\Fiche déjà existante\\Transaction interrompue : 20230209_151944
Error X3 : Attention, la modification de l'unité d'achat ou du coefficient ne doit se faire que si aucun document actif ne l'utilise ! : 20230209_151944
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000127\Fiche déjà existante\\Transaction interrompue : 20230209_151944
Error X3 : Attention, la modification de l'unité d'achat ou du coefficient ne doit se faire que si aucun document actif ne l'utilise ! : 20230209_151945
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000128\Fiche déjà existante\\Transaction interrompue : 20230209_151945
Error X3 : Attention, la modification de l'unité d'achat ou du coefficient ne doit se faire que si aucun document actif ne l'utilise ! : 20230209_151945
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000129\Fiche déjà existante\\Transaction interrompue : 20230209_151945
Error X3 : Attention, la modification de l'unité d'achat ou du coefficient ne doit se faire que si aucun document actif ne l'utilise ! : 20230209_151945
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000130\Fiche déjà existante\\Transaction interrompue : 20230209_151945
Error X3 : Attention, la modification de l'unité d'achat ou du coefficient ne doit se faire que si aucun document actif ne l'utilise ! : 20230209_151945
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000131\Fiche déjà existante\\Transaction interrompue : 20230209_151945
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000132\Fiche déjà existante\\Transaction interrompue : 20230209_151946
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000133\Fiche déjà existante\\Transaction interrompue : 20230209_151946
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000134\Fiche déjà existante\\Transaction interrompue : 20230209_151946
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000135\Fiche déjà existante\\Transaction interrompue : 20230209_151947
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000136\Fiche déjà existante\\Transaction interrompue : 20230209_151947
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000137\Fiche déjà existante\\Transaction interrompue : 20230209_151947
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000138\Fiche déjà existante\\Transaction interrompue : 20230209_151947
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000139\Fiche déjà existante\\Transaction interrompue : 20230209_151948
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000140\Fiche déjà existante\\Transaction interrompue : 20230209_151948
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000141\Fiche déjà existante\\Transaction interrompue : 20230209_151948
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000142\Fiche déjà existante\\Transaction interrompue : 20230209_151948
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000143\Fiche déjà existante\\Transaction interrompue : 20230209_151949
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000144\Fiche déjà existante\\Transaction interrompue : 20230209_151949
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000145\Fiche déjà existante\\Transaction interrompue : 20230209_151949
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000146\Fiche déjà existante\\Transaction interrompue : 20230209_151950
Error X3 : Attention, la modification de l'unité d'achat ou du coefficient ne doit se faire que si aucun document actif ne l'utilise ! : 20230209_151950
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000147\Fiche déjà existante\\Transaction interrompue : 20230209_151950
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ART005861\Fiche déjà existante\\Transaction interrompue : 20230209_151950
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ART005862\Fiche déjà existante\\Transaction interrompue : 20230209_151951
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ART005863\Fiche déjà existante\\Transaction interrompue : 20230209_151951
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ART005864\Fiche déjà existante\\Transaction interrompue : 20230209_151951
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ART005865\Fiche déjà existante\\Transaction interrompue : 20230209_151951
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ART005866\Fiche déjà existante\\Transaction interrompue : 20230209_151952
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ART005867\Fiche déjà existante\\Transaction interrompue : 20230209_151952
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ART005868\Fiche déjà existante\\Transaction interrompue : 20230209_151952
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ART005869\Fiche déjà existante\\Transaction interrompue : 20230209_151952
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ART005870\Fiche déjà existante\\Transaction interrompue : 20230209_151953
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ART005871\Fiche déjà existante\\Transaction interrompue : 20230209_151953
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ART005872\Fiche déjà existante\\Transaction interrompue : 20230209_151953
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ART005873\Fiche déjà existante\\Transaction interrompue : 20230209_151953
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ART005874\Fiche déjà existante\\Transaction interrompue : 20230209_151954
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ART005875\Fiche déjà existante\\Transaction interrompue : 20230209_151954
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ART005876\Fiche déjà existante\\Transaction interrompue : 20230209_151954
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ART005877\Fiche déjà existante\\Transaction interrompue : 20230209_151955
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ART005878\Fiche déjà existante\\Transaction interrompue : 20230209_151955
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ART005879\Fiche déjà existante\\Transaction interrompue : 20230209_151955
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ART005880\Fiche déjà existante\\Transaction interrompue : 20230209_151955
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ART005881\Fiche déjà existante\\Transaction interrompue : 20230209_151956
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ART005882\Fiche déjà existante\\Transaction interrompue : 20230209_151956
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ART005883\Fiche déjà existante\\Transaction interrompue : 20230209_151956
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ART005884\Fiche déjà existante\\Transaction interrompue : 20230209_151957
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ART005885\Fiche déjà existante\\Transaction interrompue : 20230209_151957
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ART005886\Fiche déjà existante\\Transaction interrompue : 20230209_151957
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ART005887\Fiche déjà existante\\Transaction interrompue : 20230209_151957
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ART005888\Fiche déjà existante\\Transaction interrompue : 20230209_151958
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ART005889\Fiche déjà existante\\Transaction interrompue : 20230209_151958
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ART005890\Fiche déjà existante\\Transaction interrompue : 20230209_151958
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ART005891\Fiche déjà existante\\Transaction interrompue : 20230209_151959
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ART005892\Fiche déjà existante\\Transaction interrompue : 20230209_151959
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ART005893\Fiche déjà existante\\Transaction interrompue : 20230209_151959
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ART005894\Fiche déjà existante\\Transaction interrompue : 20230209_151959
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ART005895\Fiche déjà existante\\Transaction interrompue : 20230209_152000
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ART005896\Fiche déjà existante\\Transaction interrompue : 20230209_152000
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ART005897\Fiche déjà existante\\Transaction interrompue : 20230209_152000
Error X3 : Catégorie article : ALMX\Fiche inexistante : 20230209_152000
Error X3 : Erreur zone [M:ITM0]TCLCOD : 20230209_152000
Error X3 : Catégorie article : QNXX\Fiche inexistante : 20230209_152000
Error X3 : Erreur zone [M:ITM0]TCLCOD : 20230209_152000
Error X3 : Catégorie article : CELC\Fiche inexistante : 20230209_152001
Error X3 : Erreur zone [M:ITM0]TCLCOD : 20230209_152001
Error X3 : Catégorie article : CELC\Fiche inexistante : 20230209_152001
Error X3 : Erreur zone [M:ITM0]TCLCOD : 20230209_152001
Error X3 : Catégorie article : CORD\Fiche inexistante : 20230209_152001
Error X3 : Erreur zone [M:ITM0]TCLCOD : 20230209_152001
Error X3 : Catégorie article : CORD\Fiche inexistante : 20230209_152001
Error X3 : Erreur zone [M:ITM0]TCLCOD : 20230209_152001
Error X3 : Catégorie article : CTXX\Fiche inexistante : 20230209_152001
Error X3 : Erreur zone [M:ITM0]TCLCOD : 20230209_152001
Error X3 : Catégorie article : CTXX\Fiche inexistante : 20230209_152001
Error X3 : Erreur zone [M:ITM0]TCLCOD : 20230209_152001
Error X3 : Catégorie article : CTXX\Fiche inexistante : 20230209_152001
Error X3 : Erreur zone [M:ITM0]TCLCOD : 20230209_152001
Error X3 : Catégorie article : CTXX\Fiche inexistante : 20230209_152001
Error X3 : Erreur zone [M:ITM0]TCLCOD : 20230209_152001
Error X3 : Catégorie article : EXTN\Fiche inexistante : 20230209_152001
Error X3 : Erreur zone [M:ITM0]TCLCOD : 20230209_152001
Error X3 : Catégorie article : EXTN\Fiche inexistante : 20230209_152001
Error X3 : Erreur zone [M:ITM0]TCLCOD : 20230209_152001
Error X3 : Catégorie article : EXTN\Fiche inexistante : 20230209_152002
Error X3 : Erreur zone [M:ITM0]TCLCOD : 20230209_152002
Error X3 : Catégorie article : LPXX\Fiche inexistante : 20230209_152002
Error X3 : Erreur zone [M:ITM0]TCLCOD : 20230209_152002
Error X3 : Catégorie article : LPXX\Fiche inexistante : 20230209_152002
Error X3 : Erreur zone [M:ITM0]TCLCOD : 20230209_152002
Error X3 : Catégorie article : LPXX\Fiche inexistante : 20230209_152002
Error X3 : Erreur zone [M:ITM0]TCLCOD : 20230209_152002
Error X3 : Catégorie article : PNCX\Fiche inexistante : 20230209_152002
Error X3 : Erreur zone [M:ITM0]TCLCOD : 20230209_152002
Error X3 : Catégorie article : MASX\Fiche inexistante : 20230209_152002
Error X3 : Erreur zone [M:ITM0]TCLCOD : 20230209_152002
Error X3 : Catégorie article : QNXX\Fiche inexistante : 20230209_152002
Error X3 : Erreur zone [M:ITM0]TCLCOD : 20230209_152002
Error X3 : Catégorie article : QNXX\Fiche inexistante : 20230209_152002
Error X3 : Erreur zone [M:ITM0]TCLCOD : 20230209_152002
Error X3 : Catégorie article : PNCX\Fiche inexistante : 20230209_152002
Error X3 : Erreur zone [M:ITM0]TCLCOD : 20230209_152002
Error X3 : Catégorie article : PNCX\Fiche inexistante : 20230209_152003
Error X3 : Erreur zone [M:ITM0]TCLCOD : 20230209_152003
Error X3 : Catégorie article : PNCX\Fiche inexistante : 20230209_152003
Error X3 : Erreur zone [M:ITM0]TCLCOD : 20230209_152003
Error X3 : Catégorie article : PNCX\Fiche inexistante : 20230209_152003
Error X3 : Erreur zone [M:ITM0]TCLCOD : 20230209_152003
Error X3 : Catégorie article : PNCX\Fiche inexistante : 20230209_152003
Error X3 : Erreur zone [M:ITM0]TCLCOD : 20230209_152003
Error X3 : Catégorie article : PNCX\Fiche inexistante : 20230209_152003
Error X3 : Erreur zone [M:ITM0]TCLCOD : 20230209_152003
Error X3 : Catégorie article : PNCX\Fiche inexistante : 20230209_152003
Error X3 : Erreur zone [M:ITM0]TCLCOD : 20230209_152003
Error X3 : Catégorie article : PNCX\Fiche inexistante : 20230209_152003
Error X3 : Erreur zone [M:ITM0]TCLCOD : 20230209_152003
Error X3 : Catégorie article : RLXX\Fiche inexistante : 20230209_152003
Error X3 : Erreur zone [M:ITM0]TCLCOD : 20230209_152003
Error X3 : Catégorie article : SNGX\Fiche inexistante : 20230209_152003
Error X3 : Erreur zone [M:ITM0]TCLCOD : 20230209_152003
Error X3 : Catégorie article : SNGX\Fiche inexistante : 20230209_152003
Error X3 : Erreur zone [M:ITM0]TCLCOD : 20230209_152003
Error X3 : Catégorie article : SNGX\Fiche inexistante : 20230209_152004
Error X3 : Erreur zone [M:ITM0]TCLCOD : 20230209_152004
Error X3 : Catégorie article : SNGX\Fiche inexistante : 20230209_152004
Error X3 : Erreur zone [M:ITM0]TCLCOD : 20230209_152004
Error X3 : Catégorie article : SNGX\Fiche inexistante : 20230209_152004
Error X3 : Erreur zone [M:ITM0]TCLCOD : 20230209_152004
Error X3 : Catégorie article : SNGX\Fiche inexistante : 20230209_152004
Error X3 : Erreur zone [M:ITM0]TCLCOD : 20230209_152004
Error X3 : Catégorie article : SNGX\Fiche inexistante : 20230209_152004
Error X3 : Erreur zone [M:ITM0]TCLCOD : 20230209_152004
Error X3 : Catégorie article : TORX\Fiche inexistante : 20230209_152004
Error X3 : Erreur zone [M:ITM0]TCLCOD : 20230209_152004
Error X3 : Catégorie article : TORX\Fiche inexistante : 20230209_152004
Error X3 : Erreur zone [M:ITM0]TCLCOD : 20230209_152004
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000001\Fiche déjà existante\\Transaction interrompue : 20230209_152004
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000002\Fiche déjà existante\\Transaction interrompue : 20230209_152005
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000003\Fiche déjà existante\\Transaction interrompue : 20230209_152005
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000004\Fiche déjà existante\\Transaction interrompue : 20230209_152005
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000005\Fiche déjà existante\\Transaction interrompue : 20230209_152005
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000006\Fiche déjà existante\\Transaction interrompue : 20230209_152006
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000007\Fiche déjà existante\\Transaction interrompue : 20230209_152006
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000008\Fiche déjà existante\\Transaction interrompue : 20230209_152006
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000009\Fiche déjà existante\\Transaction interrompue : 20230209_152007
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000010\Fiche déjà existante\\Transaction interrompue : 20230209_152007
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000011\Fiche déjà existante\\Transaction interrompue : 20230209_152007
Error X3 : Attention, la modification de l'unité d'achat ou du coefficient ne doit se faire que si aucun document actif ne l'utilise ! : 20230209_152007
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000012\Fiche déjà existante\\Transaction interrompue : 20230209_152007
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000013\Fiche déjà existante\\Transaction interrompue : 20230209_152008
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000014\Fiche déjà existante\\Transaction interrompue : 20230209_152008
Error X3 : Attention, la modification de l'unité d'achat ou du coefficient ne doit se faire que si aucun document actif ne l'utilise ! : 20230209_152008
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000015\Fiche déjà existante\\Transaction interrompue : 20230209_152008
Error X3 : Attention, la modification de l'unité d'achat ou du coefficient ne doit se faire que si aucun document actif ne l'utilise ! : 20230209_152008
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000016\Fiche déjà existante\\Transaction interrompue : 20230209_152008
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000017\Fiche déjà existante\\Transaction interrompue : 20230209_152009
Error X3 : Attention, la modification de l'unité d'achat ou du coefficient ne doit se faire que si aucun document actif ne l'utilise ! : 20230209_152009
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000018\Fiche déjà existante\\Transaction interrompue : 20230209_152009
Error X3 : Attention, la modification de l'unité d'achat ou du coefficient ne doit se faire que si aucun document actif ne l'utilise ! : 20230209_152009
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000019\Fiche déjà existante\\Transaction interrompue : 20230209_152009
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000020\Fiche déjà existante\\Transaction interrompue : 20230209_152010
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000021\Fiche déjà existante\\Transaction interrompue : 20230209_152010
Error X3 : Attention, la modification de l'unité d'achat ou du coefficient ne doit se faire que si aucun document actif ne l'utilise ! : 20230209_152010
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000022\Fiche déjà existante\\Transaction interrompue : 20230209_152010
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000023\Fiche déjà existante\\Transaction interrompue : 20230209_152011
Error X3 : Attention, la modification de l'unité d'achat ou du coefficient ne doit se faire que si aucun document actif ne l'utilise ! : 20230209_152011
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000024\Fiche déjà existante\\Transaction interrompue : 20230209_152011
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000025\Fiche déjà existante\\Transaction interrompue : 20230209_152011
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000026\Fiche déjà existante\\Transaction interrompue : 20230209_152012
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000027\Fiche déjà existante\\Transaction interrompue : 20230209_152012
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000028\Fiche déjà existante\\Transaction interrompue : 20230209_152012
Error X3 : Attention, la modification de l'unité d'achat ou du coefficient ne doit se faire que si aucun document actif ne l'utilise ! : 20230209_152013
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000029\Fiche déjà existante\\Transaction interrompue : 20230209_152013
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000030\Fiche déjà existante\\Transaction interrompue : 20230209_152013
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000031\Fiche déjà existante\\Transaction interrompue : 20230209_152013
Error X3 : Attention, la modification de l'unité d'achat ou du coefficient ne doit se faire que si aucun document actif ne l'utilise ! : 20230209_152014
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000032\Fiche déjà existante\\Transaction interrompue : 20230209_152014
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000033\Fiche déjà existante\\Transaction interrompue : 20230209_152014
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000034\Fiche déjà existante\\Transaction interrompue : 20230209_152014
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000035\Fiche déjà existante\\Transaction interrompue : 20230209_152014
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000036\Fiche déjà existante\\Transaction interrompue : 20230209_152015
Error X3 : Attention, la modification de l'unité d'achat ou du coefficient ne doit se faire que si aucun document actif ne l'utilise ! : 20230209_152015
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000037\Fiche déjà existante\\Transaction interrompue : 20230209_152015
Error X3 : Attention, la modification de l'unité d'achat ou du coefficient ne doit se faire que si aucun document actif ne l'utilise ! : 20230209_152015
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000038\Fiche déjà existante\\Transaction interrompue : 20230209_152015
Error X3 : Attention, la modification de l'unité d'achat ou du coefficient ne doit se faire que si aucun document actif ne l'utilise ! : 20230209_152015
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000039\Fiche déjà existante\\Transaction interrompue : 20230209_152015
Error X3 : Attention, la modification de l'unité d'achat ou du coefficient ne doit se faire que si aucun document actif ne l'utilise ! : 20230209_152016
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000040\Fiche déjà existante\\Transaction interrompue : 20230209_152016
Error X3 : Attention, la modification de l'unité d'achat ou du coefficient ne doit se faire que si aucun document actif ne l'utilise ! : 20230209_152016
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000041\Fiche déjà existante\\Transaction interrompue : 20230209_152016
Error X3 : Attention, la modification de l'unité d'achat ou du coefficient ne doit se faire que si aucun document actif ne l'utilise ! : 20230209_152016
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000042\Fiche déjà existante\\Transaction interrompue : 20230209_152016
Error X3 : Attention, la modification de l'unité d'achat ou du coefficient ne doit se faire que si aucun document actif ne l'utilise ! : 20230209_152017
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000043\Fiche déjà existante\\Transaction interrompue : 20230209_152017
Error X3 : Attention, la modification de l'unité d'achat ou du coefficient ne doit se faire que si aucun document actif ne l'utilise ! : 20230209_152017
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000044\Fiche déjà existante\\Transaction interrompue : 20230209_152017
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000045\Fiche déjà existante\\Transaction interrompue : 20230209_152017
Error X3 : Attention, la modification de l'unité d'achat ou du coefficient ne doit se faire que si aucun document actif ne l'utilise ! : 20230209_152017
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000046\Fiche déjà existante\\Transaction interrompue : 20230209_152017
Error X3 : Attention, la modification de l'unité d'achat ou du coefficient ne doit se faire que si aucun document actif ne l'utilise ! : 20230209_152018
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000047\Fiche déjà existante\\Transaction interrompue : 20230209_152018
Error X3 : Attention, la modification de l'unité d'achat ou du coefficient ne doit se faire que si aucun document actif ne l'utilise ! : 20230209_152018
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000048\Fiche déjà existante\\Transaction interrompue : 20230209_152018
Error X3 : Attention, la modification de l'unité d'achat ou du coefficient ne doit se faire que si aucun document actif ne l'utilise ! : 20230209_152018
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000049\Fiche déjà existante\\Transaction interrompue : 20230209_152018
Error X3 : Attention, la modification de l'unité d'achat ou du coefficient ne doit se faire que si aucun document actif ne l'utilise ! : 20230209_152019
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000050\Fiche déjà existante\\Transaction interrompue : 20230209_152019
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000051\Fiche déjà existante\\Transaction interrompue : 20230209_152019
Error X3 : Attention, la modification de l'unité d'achat ou du coefficient ne doit se faire que si aucun document actif ne l'utilise ! : 20230209_152020
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000052\Fiche déjà existante\\Transaction interrompue : 20230209_152020
Error X3 : Attention, la modification de l'unité d'achat ou du coefficient ne doit se faire que si aucun document actif ne l'utilise ! : 20230209_152020
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000053\Fiche déjà existante\\Transaction interrompue : 20230209_152020
Error X3 : Attention, la modification de l'unité d'achat ou du coefficient ne doit se faire que si aucun document actif ne l'utilise ! : 20230209_152020
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000054\Fiche déjà existante\\Transaction interrompue : 20230209_152020
Error X3 : Attention, la modification de l'unité d'achat ou du coefficient ne doit se faire que si aucun document actif ne l'utilise ! : 20230209_152021
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000055\Fiche déjà existante\\Transaction interrompue : 20230209_152021
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000056\Fiche déjà existante\\Transaction interrompue : 20230209_152021
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000057\Fiche déjà existante\\Transaction interrompue : 20230209_152021
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000058\Fiche déjà existante\\Transaction interrompue : 20230209_152022
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000059\Fiche déjà existante\\Transaction interrompue : 20230209_152022
Error X3 : Attention, la modification de l'unité d'achat ou du coefficient ne doit se faire que si aucun document actif ne l'utilise ! : 20230209_152023
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000060\Fiche déjà existante\\Transaction interrompue : 20230209_152023
Error X3 : Attention, la modification de l'unité d'achat ou du coefficient ne doit se faire que si aucun document actif ne l'utilise ! : 20230209_152023
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000061\Fiche déjà existante\\Transaction interrompue : 20230209_152023
Error X3 : Attention, la modification de l'unité d'achat ou du coefficient ne doit se faire que si aucun document actif ne l'utilise ! : 20230209_152023
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000062\Fiche déjà existante\\Transaction interrompue : 20230209_152023
Error X3 : Attention, la modification de l'unité d'achat ou du coefficient ne doit se faire que si aucun document actif ne l'utilise ! : 20230209_152024
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000063\Fiche déjà existante\\Transaction interrompue : 20230209_152024
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : ALM000064\Fiche déjà existante\\Transaction interrompue : 20230209_152024
Error X3 : Attention, la modification de l'unité d'achat ou du coefficient ne doit se faire que si aucun document actif ne l'utilise ! : 20230209_152024
