   	-> LOADING ARTICLES... <- 20230209_151103
   	-> ARTICLES LOADED... <- 20230209_151252
   	-> SENDING ARTICLES TO SAGE X3 <- 20230209_151304
Checking connection to SAGE X3... 20230209_151304
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000070\Fiche déjà existante\\Transaction interrompue : 20230209_153532
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000071\Fiche déjà existante\\Transaction interrompue : 20230209_153533
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000072\Fiche déjà existante\\Transaction interrompue : 20230209_153533
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000073\Fiche déjà existante\\Transaction interrompue : 20230209_153533
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000074\Fiche déjà existante\\Transaction interrompue : 20230209_153534
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000075\Fiche déjà existante\\Transaction interrompue : 20230209_153534
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000076\Fiche déjà existante\\Transaction interrompue : 20230209_153534
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000077\Fiche déjà existante\\Transaction interrompue : 20230209_153534
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000078\Fiche déjà existante\\Transaction interrompue : 20230209_153535
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000079\Fiche déjà existante\\Transaction interrompue : 20230209_153535
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000080\Fiche déjà existante\\Transaction interrompue : 20230209_153535
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000081\Fiche déjà existante\\Transaction interrompue : 20230209_153536
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000082\Fiche déjà existante\\Transaction interrompue : 20230209_153536
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000083\Fiche déjà existante\\Transaction interrompue : 20230209_153536
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000084\Fiche déjà existante\\Transaction interrompue : 20230209_153537
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000085\Fiche déjà existante\\Transaction interrompue : 20230209_153537
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000086\Fiche déjà existante\\Transaction interrompue : 20230209_153537
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000087\Fiche déjà existante\\Transaction interrompue : 20230209_153538
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000088\Fiche déjà existante\\Transaction interrompue : 20230209_153538
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000089\Fiche déjà existante\\Transaction interrompue : 20230209_153538
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000090\Fiche déjà existante\\Transaction interrompue : 20230209_153539
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000091\Fiche déjà existante\\Transaction interrompue : 20230209_153539
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000092\Fiche déjà existante\\Transaction interrompue : 20230209_153539
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000093\Fiche déjà existante\\Transaction interrompue : 20230209_153540
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000094\Fiche déjà existante\\Transaction interrompue : 20230209_153540
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PDE000064\Fiche déjà existante\\Transaction interrompue : 20230209_153540
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PDE000065\Fiche déjà existante\\Transaction interrompue : 20230209_153541
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PDE000066\Fiche déjà existante\\Transaction interrompue : 20230209_153541
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PDE000067\Fiche déjà existante\\Transaction interrompue : 20230209_153541
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PDE000068\Fiche déjà existante\\Transaction interrompue : 20230209_153542
Error X3 : Attention, la modification de l'unité d'achat ou du coefficient ne doit se faire que si aucun document actif ne l'utilise ! : 20230209_153542
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PDE000069\Fiche déjà existante\\Transaction interrompue : 20230209_153542
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PDE000070\Fiche déjà existante\\Transaction interrompue : 20230209_153542
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PDE000071\Fiche déjà existante\\Transaction interrompue : 20230209_153543
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PDE000072\Fiche déjà existante\\Transaction interrompue : 20230209_153543
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PDE000073\Fiche déjà existante\\Transaction interrompue : 20230209_153543
Error X3 : Attention, la modification de l'unité d'achat ou du coefficient ne doit se faire que si aucun document actif ne l'utilise ! : 20230209_153544
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PDE000074\Fiche déjà existante\\Transaction interrompue : 20230209_153544
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PDE000075\Fiche déjà existante\\Transaction interrompue : 20230209_153544
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PDE000076\Fiche déjà existante\\Transaction interrompue : 20230209_153544
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PDE000077\Fiche déjà existante\\Transaction interrompue : 20230209_153545
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PDE000078\Fiche déjà existante\\Transaction interrompue : 20230209_153545
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PDE000079\Fiche déjà existante\\Transaction interrompue : 20230209_153545
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PDE000080\Fiche déjà existante\\Transaction interrompue : 20230209_153546
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PDE000081\Fiche déjà existante\\Transaction interrompue : 20230209_153546
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PDE000082\Fiche déjà existante\\Transaction interrompue : 20230209_153546
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PDE000083\Fiche déjà existante\\Transaction interrompue : 20230209_153546
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PDE000084\Fiche déjà existante\\Transaction interrompue : 20230209_153547
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PDE000085\Fiche déjà existante\\Transaction interrompue : 20230209_153547
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PDE000086\Fiche déjà existante\\Transaction interrompue : 20230209_153547
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PDE000087\Fiche déjà existante\\Transaction interrompue : 20230209_153548
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PDE000088\Fiche déjà existante\\Transaction interrompue : 20230209_153548
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PDE000089\Fiche déjà existante\\Transaction interrompue : 20230209_153548
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PDE000090\Fiche déjà existante\\Transaction interrompue : 20230209_153549
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PDE000091\Fiche déjà existante\\Transaction interrompue : 20230209_153549
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PDE000092\Fiche déjà existante\\Transaction interrompue : 20230209_153549
Error X3 : Attention, la modification de l'unité d'achat ou du coefficient ne doit se faire que si aucun document actif ne l'utilise ! : 20230209_153549
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PDE000093\Fiche déjà existante\\Transaction interrompue : 20230209_153549
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PDE000094\Fiche déjà existante\\Transaction interrompue : 20230209_153550
Error X3 : Attention, la modification de l'unité d'achat ou du coefficient ne doit se faire que si aucun document actif ne l'utilise ! : 20230209_153550
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PDE000095\Fiche déjà existante\\Transaction interrompue : 20230209_153550
Error X3 : Attention, la modification de l'unité d'achat ou du coefficient ne doit se faire que si aucun document actif ne l'utilise ! : 20230209_153550
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PDE000096\Fiche déjà existante\\Transaction interrompue : 20230209_153550
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PDE000097\Fiche déjà existante\\Transaction interrompue : 20230209_153550
Error X3 : Attention, la modification de l'unité d'achat ou du coefficient ne doit se faire que si aucun document actif ne l'utilise ! : 20230209_153551
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PDE000098\Fiche déjà existante\\Transaction interrompue : 20230209_153551
Error X3 : Attention, la modification de l'unité d'achat ou du coefficient ne doit se faire que si aucun document actif ne l'utilise ! : 20230209_153551
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PDE000099\Fiche déjà existante\\Transaction interrompue : 20230209_153551
Error X3 : Attention, la modification de l'unité d'achat ou du coefficient ne doit se faire que si aucun document actif ne l'utilise ! : 20230209_153551
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PDE000100\Fiche déjà existante\\Transaction interrompue : 20230209_153551
Error X3 : Attention, la modification de l'unité d'achat ou du coefficient ne doit se faire que si aucun document actif ne l'utilise ! : 20230209_153552
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PDE000101\Fiche déjà existante\\Transaction interrompue : 20230209_153552
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PDE000102\Fiche déjà existante\\Transaction interrompue : 20230209_153552
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PDE000103\Fiche déjà existante\\Transaction interrompue : 20230209_153552
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PDE000104\Fiche déjà existante\\Transaction interrompue : 20230209_153552
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PDE000105\Fiche déjà existante\\Transaction interrompue : 20230209_153553
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PDE000106\Fiche déjà existante\\Transaction interrompue : 20230209_153553
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PDE000107\Fiche déjà existante\\Transaction interrompue : 20230209_153553
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PDE000108\Fiche déjà existante\\Transaction interrompue : 20230209_153553
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000095\Fiche déjà existante\\Transaction interrompue : 20230209_153554
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000096\Fiche déjà existante\\Transaction interrompue : 20230209_153554
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000097\Fiche déjà existante\\Transaction interrompue : 20230209_153554
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000098\Fiche déjà existante\\Transaction interrompue : 20230209_153555
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000099\Fiche déjà existante\\Transaction interrompue : 20230209_153555
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000100\Fiche déjà existante\\Transaction interrompue : 20230209_153555
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000101\Fiche déjà existante\\Transaction interrompue : 20230209_153555
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000102\Fiche déjà existante\\Transaction interrompue : 20230209_153556
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000103\Fiche déjà existante\\Transaction interrompue : 20230209_153556
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000104\Fiche déjà existante\\Transaction interrompue : 20230209_153556
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000105\Fiche déjà existante\\Transaction interrompue : 20230209_153556
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000106\Fiche déjà existante\\Transaction interrompue : 20230209_153557
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000107\Fiche déjà existante\\Transaction interrompue : 20230209_153557
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000108\Fiche déjà existante\\Transaction interrompue : 20230209_153557
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000109\Fiche déjà existante\\Transaction interrompue : 20230209_153558
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000110\Fiche déjà existante\\Transaction interrompue : 20230209_153558
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000111\Fiche déjà existante\\Transaction interrompue : 20230209_153558
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000112\Fiche déjà existante\\Transaction interrompue : 20230209_153558
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000113\Fiche déjà existante\\Transaction interrompue : 20230209_153559
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000114\Fiche déjà existante\\Transaction interrompue : 20230209_153559
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000115\Fiche déjà existante\\Transaction interrompue : 20230209_153559
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000116\Fiche déjà existante\\Transaction interrompue : 20230209_153600
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000117\Fiche déjà existante\\Transaction interrompue : 20230209_153600
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000118\Fiche déjà existante\\Transaction interrompue : 20230209_153600
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000119\Fiche déjà existante\\Transaction interrompue : 20230209_153600
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000120\Fiche déjà existante\\Transaction interrompue : 20230209_153601
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000121\Fiche déjà existante\\Transaction interrompue : 20230209_153601
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000122\Fiche déjà existante\\Transaction interrompue : 20230209_153601
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000123\Fiche déjà existante\\Transaction interrompue : 20230209_153601
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000124\Fiche déjà existante\\Transaction interrompue : 20230209_153602
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000125\Fiche déjà existante\\Transaction interrompue : 20230209_153602
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000126\Fiche déjà existante\\Transaction interrompue : 20230209_153602
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000127\Fiche déjà existante\\Transaction interrompue : 20230209_153603
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000128\Fiche déjà existante\\Transaction interrompue : 20230209_153603
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000129\Fiche déjà existante\\Transaction interrompue : 20230209_153603
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000130\Fiche déjà existante\\Transaction interrompue : 20230209_153604
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000131\Fiche déjà existante\\Transaction interrompue : 20230209_153604
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000132\Fiche déjà existante\\Transaction interrompue : 20230209_153604
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000133\Fiche déjà existante\\Transaction interrompue : 20230209_153604
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000134\Fiche déjà existante\\Transaction interrompue : 20230209_153605
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000135\Fiche déjà existante\\Transaction interrompue : 20230209_153605
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000136\Fiche déjà existante\\Transaction interrompue : 20230209_153605
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000137\Fiche déjà existante\\Transaction interrompue : 20230209_153606
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000138\Fiche déjà existante\\Transaction interrompue : 20230209_153606
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PDE000109\Fiche déjà existante\\Transaction interrompue : 20230209_153606
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PDE000110\Fiche déjà existante\\Transaction interrompue : 20230209_153606
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PDE000111\Fiche déjà existante\\Transaction interrompue : 20230209_153607
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PDE000112\Fiche déjà existante\\Transaction interrompue : 20230209_153607
Error X3 : Attention, la modification de l'unité d'achat ou du coefficient ne doit se faire que si aucun document actif ne l'utilise ! : 20230209_153607
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PDE000113\Fiche déjà existante\\Transaction interrompue : 20230209_153607
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PDE000114\Fiche déjà existante\\Transaction interrompue : 20230209_153607
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PDE000115\Fiche déjà existante\\Transaction interrompue : 20230209_153608
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PDE000116\Fiche déjà existante\\Transaction interrompue : 20230209_153608
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PDE000117\Fiche déjà existante\\Transaction interrompue : 20230209_153608
Error X3 : Attention, la modification de l'unité d'achat ou du coefficient ne doit se faire que si aucun document actif ne l'utilise ! : 20230209_153609
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PTR000001\Fiche déjà existante\\Transaction interrompue : 20230209_153609
Error X3 : Attention, la modification de l'unité d'achat ou du coefficient ne doit se faire que si aucun document actif ne l'utilise ! : 20230209_153609
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PTR000002\Fiche déjà existante\\Transaction interrompue : 20230209_153609
Error X3 : Attention, la modification de l'unité d'achat ou du coefficient ne doit se faire que si aucun document actif ne l'utilise ! : 20230209_153609
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PTR000003\Fiche déjà existante\\Transaction interrompue : 20230209_153609
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PTR000004\Fiche déjà existante\\Transaction interrompue : 20230209_153609
Error X3 : Attention, la modification de l'unité d'achat ou du coefficient ne doit se faire que si aucun document actif ne l'utilise ! : 20230209_153610
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PTR000005\Fiche déjà existante\\Transaction interrompue : 20230209_153610
Error X3 : Attention, la modification de l'unité d'achat ou du coefficient ne doit se faire que si aucun document actif ne l'utilise ! : 20230209_153610
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PTR000006\Fiche déjà existante\\Transaction interrompue : 20230209_153610
Error X3 : Vérifiez les coefficients rattachés à cette unité ! : 20230209_153610
Error X3 : Attention, la modification de l'unité d'achat ou du coefficient ne doit se faire que si aucun document actif ne l'utilise ! : 20230209_153610
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PTR000007\Fiche déjà existante\\Transaction interrompue : 20230209_153610
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PTR000008\Fiche déjà existante\\Transaction interrompue : 20230209_153611
Error X3 : Attention, la modification de l'unité d'achat ou du coefficient ne doit se faire que si aucun document actif ne l'utilise ! : 20230209_153611
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PTR000009\Fiche déjà existante\\Transaction interrompue : 20230209_153611
Error X3 : Attention, la modification de l'unité d'achat ou du coefficient ne doit se faire que si aucun document actif ne l'utilise ! : 20230209_153611
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PTR000010\Fiche déjà existante\\Transaction interrompue : 20230209_153611
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PTR000011\Fiche déjà existante\\Transaction interrompue : 20230209_153612
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PTR000012\Fiche déjà existante\\Transaction interrompue : 20230209_153612
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PTR000013\Fiche déjà existante\\Transaction interrompue : 20230209_153612
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PTR000014\Fiche déjà existante\\Transaction interrompue : 20230209_153613
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PTR000015\Fiche déjà existante\\Transaction interrompue : 20230209_153613
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PTR000016\Fiche déjà existante\\Transaction interrompue : 20230209_153613
Error X3 : Attention, la modification de l'unité d'achat ou du coefficient ne doit se faire que si aucun document actif ne l'utilise ! : 20230209_153613
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PTR000017\Fiche déjà existante\\Transaction interrompue : 20230209_153613
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PTR000018\Fiche déjà existante\\Transaction interrompue : 20230209_153614
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PTR000019\Fiche déjà existante\\Transaction interrompue : 20230209_153614
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PTR000020\Fiche déjà existante\\Transaction interrompue : 20230209_153614
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PTR000021\Fiche déjà existante\\Transaction interrompue : 20230209_153615
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PTR000022\Fiche déjà existante\\Transaction interrompue : 20230209_153615
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PTR000023\Fiche déjà existante\\Transaction interrompue : 20230209_153615
Error X3 : Attention, la modification de l'unité d'achat ou du coefficient ne doit se faire que si aucun document actif ne l'utilise ! : 20230209_153615
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PTR000024\Fiche déjà existante\\Transaction interrompue : 20230209_153615
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PTR000025\Fiche déjà existante\\Transaction interrompue : 20230209_153616
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PTR000026\Fiche déjà existante\\Transaction interrompue : 20230209_153616
Error X3 : Attention, la modification de l'unité d'achat ou du coefficient ne doit se faire que si aucun document actif ne l'utilise ! : 20230209_153616
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PTR000027\Fiche déjà existante\\Transaction interrompue : 20230209_153616
Error X3 : Attention, la modification de l'unité d'achat ou du coefficient ne doit se faire que si aucun document actif ne l'utilise ! : 20230209_153617
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PTR000028\Fiche déjà existante\\Transaction interrompue : 20230209_153617
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PTR000029\Fiche déjà existante\\Transaction interrompue : 20230209_153617
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PTR000030\Fiche déjà existante\\Transaction interrompue : 20230209_153617
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PTR000031\Fiche déjà existante\\Transaction interrompue : 20230209_153617
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PTR000032\Fiche déjà existante\\Transaction interrompue : 20230209_153618
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PTR000033\Fiche déjà existante\\Transaction interrompue : 20230209_153618
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PTR000034\Fiche déjà existante\\Transaction interrompue : 20230209_153618
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PTR000035\Fiche déjà existante\\Transaction interrompue : 20230209_153619
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : PTR000036\Fiche déjà existante\\Transaction interrompue : 20230209_153619
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000139\Fiche déjà existante\\Transaction interrompue : 20230209_153619
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000140\Fiche déjà existante\\Transaction interrompue : 20230209_153620
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000141\Fiche déjà existante\\Transaction interrompue : 20230209_153620
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000142\Fiche déjà existante\\Transaction interrompue : 20230209_153620
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000143\Fiche déjà existante\\Transaction interrompue : 20230209_153621
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000144\Fiche déjà existante\\Transaction interrompue : 20230209_153621
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000145\Fiche déjà existante\\Transaction interrompue : 20230209_153621
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000146\Fiche déjà existante\\Transaction interrompue : 20230209_153622
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000147\Fiche déjà existante\\Transaction interrompue : 20230209_153622
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000148\Fiche déjà existante\\Transaction interrompue : 20230209_153622
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000149\Fiche déjà existante\\Transaction interrompue : 20230209_153623
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000150\Fiche déjà existante\\Transaction interrompue : 20230209_153623
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000151\Fiche déjà existante\\Transaction interrompue : 20230209_153623
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000152\Fiche déjà existante\\Transaction interrompue : 20230209_153624
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000153\Fiche déjà existante\\Transaction interrompue : 20230209_153624
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000154\Fiche déjà existante\\Transaction interrompue : 20230209_153624
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000155\Fiche déjà existante\\Transaction interrompue : 20230209_153625
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000156\Fiche déjà existante\\Transaction interrompue : 20230209_153625
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000157\Fiche déjà existante\\Transaction interrompue : 20230209_153625
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000158\Fiche déjà existante\\Transaction interrompue : 20230209_153626
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000159\Fiche déjà existante\\Transaction interrompue : 20230209_153626
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000160\Fiche déjà existante\\Transaction interrompue : 20230209_153626
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000161\Fiche déjà existante\\Transaction interrompue : 20230209_153627
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000162\Fiche déjà existante\\Transaction interrompue : 20230209_153627
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000163\Fiche déjà existante\\Transaction interrompue : 20230209_153627
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000164\Fiche déjà existante\\Transaction interrompue : 20230209_153628
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000165\Fiche déjà existante\\Transaction interrompue : 20230209_153628
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000166\Fiche déjà existante\\Transaction interrompue : 20230209_153628
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000167\Fiche déjà existante\\Transaction interrompue : 20230209_153629
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000168\Fiche déjà existante\\Transaction interrompue : 20230209_153629
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000169\Fiche déjà existante\\Transaction interrompue : 20230209_153629
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000170\Fiche déjà existante\\Transaction interrompue : 20230209_153630
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000171\Fiche déjà existante\\Transaction interrompue : 20230209_153630
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000172\Fiche déjà existante\\Transaction interrompue : 20230209_153630
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000173\Fiche déjà existante\\Transaction interrompue : 20230209_153631
Error X3 : Fichier :| ITMMASTER [ITM]|\Clé : MEC000174\Fiche déjà existante\\Transaction interrompue : 20230209_153631
